date,category,region,segment,revenue,cost,profit,units_sold,customer_satisfaction
2023-01-03,Clothing,East,Budget,2021.2131037844954,1215.0881221729842,806.1249816115112,40,3.393375046363061
2023-01-03,Clothing,West,Premium,6437.150355513649,3883.286438143873,2553.8639173697757,115,4.313337867819872
2023-01-03,Clothing,West,Standard,2838.4330004362178,1566.835225252978,1271.5977751832397,52,3.4733238871206975
2023-01-03,Clothing,West,Budget,1740.86495089559,978.3246927654418,762.5402581301482,40,2.9755355989156818
2023-01-03,Home,North,Premium,13460.927713255312,8465.807941917776,4995.119771337537,168,4.764491927084835
2023-01-03,Home,North,Standard,4877.776103580496,2969.0248151773435,1908.7512884031526,66,3.5416147396015205
2023-01-03,Home,North,Budget,2341.849222628943,1354.4731108854755,987.3761117434676,27,3.1428983965749175
2023-01-03,Home,South,Premium,8670.41239669181,5077.477364845102,3592.9350318467086,129,5.0
2023-01-03,Home,South,Standard,2723.2340167201887,1525.4964583706815,1197.7375583495073,29,3.968890771007171
2023-01-03,Home,South,Budget,1897.5802614997374,1079.0717340535061,818.5085274462313,21,3.0538623848705915
2023-01-03,Home,East,Premium,8082.859329453462,4777.290613380554,3305.5687160729085,120,4.250714965076689
2023-01-03,Home,East,Standard,3815.625356767226,2468.507543006135,1347.117813761091,54,3.5277309013875207
2023-01-03,Home,East,Budget,2139.804118241285,1213.458861358065,926.3452568832199,28,3.4266173677477267
2023-01-03,Home,West,Premium,8981.958934178147,5453.497584105358,3528.4613500727883,102,4.725416137011536
2023-01-03,Home,West,Standard,3856.189845034034,2245.7212732157604,1610.4685718182736,46,3.9711796005779476
2023-01-03,Home,West,Budget,1907.6464357680736,1071.112345613307,836.5340901547665,24,3.214425483998415
2023-01-03,Books,North,Premium,4092.893418764137,2314.2703944651103,1778.6230242990268,162,4.201543981319312
2023-01-03,Books,North,Standard,1580.939457058819,922.7317998635077,658.2076571953113,53,4.014219601394924
2023-01-03,Books,North,Budget,1321.5686774816686,760.5152839498392,561.0533935318294,56,3.226932439143056
2023-01-03,Books,South,Premium,3003.6025813601746,1793.6241654718208,1209.9784158883538,115,5.0
2023-01-03,Books,South,Standard,1516.0660243568566,959.7636997281102,556.3023246287464,71,3.939086384187102
2023-01-03,Books,South,Budget,872.936872660831,562.0264783503063,310.9103943105247,30,3.2188044439852543
2023-01-03,Books,East,Premium,3054.2377919813684,1855.2885348648804,1198.949257116488,138,4.653296829382376
2023-01-03,Books,East,Standard,1605.741206036909,915.5337929266456,690.2074131102635,55,3.87643691016326
2023-01-03,Books,East,Budget,974.461501115246,600.7747338351162,373.68676728012986,39,3.2737046557539213
2023-01-03,Books,West,Premium,3930.4236900010033,2315.9805842244436,1614.4431057765596,177,4.6021929403496475
2023-01-03,Books,West,Standard,1098.2853610070235,654.8723920973425,443.412968909681,40,3.6975741067247787
2023-01-03,Books,West,Budget,994.2497563597768,569.9251075552144,424.32464880456246,46,3.9029311936825852
2023-01-03,Sports,North,Premium,7086.846112487644,4540.168197434961,2546.6779150526827,123,3.936659407297634
2023-01-03,Sports,North,Standard,2233.3324888103257,1259.4369533119886,973.895535498337,41,4.243126212962078
2023-01-03,Sports,North,Budget,2044.069877079739,1306.9563226298026,737.1135544499364,38,3.981207857341319
2023-01-03,Sports,South,Premium,4107.460839326478,2361.169402708147,1746.2914366183309,75,4.345046689160562
2023-01-03,Sports,South,Standard,2283.805849839612,1430.2239780873479,853.5818717522643,43,3.756702765970465
2023-01-03,Sports,South,Budget,1662.3169818353658,932.6648415165096,729.6521403188563,31,3.1469950803435762
2023-01-03,Sports,East,Premium,4740.121391723936,2984.9944473335668,1755.1269443903689,67,4.3063708852653075
2023-01-03,Sports,East,Standard,2910.393441401992,1810.2753541244456,1100.1180872775462,51,3.6233504027467123
2023-01-03,Sports,East,Budget,1630.2802113127404,937.7044185183249,692.5757927944155,25,3.86303874376742
2023-01-03,Sports,West,Premium,3855.897762527833,2298.8884838449367,1557.0092786828964,75,5.0
2023-01-03,Sports,West,Standard,2910.120406159176,1747.7859201542062,1162.33448600497,50,3.562353285810487
2023-01-03,Sports,West,Budget,1687.5099953298497,1045.6910202861204,641.8189750437293,32,3.517729987169608
2023-01-04,Electronics,North,Premium,10254.445859563082,6230.897001642394,4023.5488579206885,53,4.341440507140799
2023-01-04,Electronics,North,Standard,8258.941154588441,5314.105854200219,2944.835300388222,48,3.3466352970706446
2023-01-04,Electronics,North,Budget,2956.2231082840112,1917.0637405924647,1039.1593676915465,16,2.8622639239701058
2023-01-04,Electronics,South,Premium,9109.056651544139,5548.577302435977,3560.479349108162,43,4.528257455541285
2023-01-04,Electronics,South,Standard,4363.940407073868,2750.527684420174,1613.4127226536943,17,3.371935679015774
2023-01-04,Electronics,South,Budget,2207.212689847618,1332.5816188434794,874.6310710041387,12,2.4035429984402694
2023-01-04,Electronics,East,Premium,7732.966150117572,4823.43860129488,2909.5275488226926,37,3.8114763683809154
2023-01-04,Electronics,East,Standard,4751.304621077813,2680.143002776977,2071.161618300836,20,3.049057114064568
2023-01-04,Electronics,East,Budget,1750.9080784479918,1123.1805510179124,627.7275274300794,8,2.883711540044657
2023-01-04,Electronics,West,Premium,15936.08583452366,8785.714647402827,7150.3711871208325,84,4.537969508864327
2023-01-04,Electronics,West,Standard,5216.725725156834,2913.7237297462048,2303.0019954106297,31,3.168042227377499
2023-01-04,Electronics,West,Budget,5526.16466544989,3076.458131920117,2449.706533529773,30,2.917765530204347
2023-01-04,Clothing,North,Premium,7497.709496402816,4277.54796607461,3220.161530328206,131,4.556691876422817
2023-01-04,Clothing,North,Standard,3579.7135622313813,2171.039405751893,1408.6741564794884,59,3.7369725686598705
2023-01-04,Clothing,North,Budget,2054.458631237503,1237.6860586763275,816.7725725611756,40,3.7511978965748067
2023-01-04,Clothing,South,Premium,6934.546005000977,3921.6523654739567,3012.8936395270202,121,3.977982930277555
2023-01-04,Clothing,South,Standard,2039.3865040328353,1252.9989749265553,786.38752910628,39,3.6666549937227373
2023-01-04,Clothing,South,Budget,1955.139258982643,1080.6242363109197,874.5150226717233,34,3.6814665284982477
2023-01-04,Clothing,East,Premium,6937.860746939976,3829.498307435695,3108.3624395042807,116,4.261284468634831
2023-01-04,Clothing,East,Standard,2703.663839267884,1663.4957163995332,1040.168122868351,48,4.046812368368375
2023-01-04,Clothing,East,Budget,1717.0731433506392,1068.4087439448135,648.6643994058256,39,3.187553757735121
2023-01-04,Clothing,West,Premium,6145.843570330275,3790.8086377842446,2355.03493254603,108,4.947798941009274
2023-01-04,Clothing,West,Standard,3718.9535141517367,2050.2597876965538,1668.693726455183,62,3.8071360682058026
2023-01-04,Clothing,West,Budget,2115.3558403983766,1252.5920006574172,862.7638397409594,48,2.9246659270844093
2023-01-04,Home,North,Premium,8654.834699600653,4984.685778135429,3670.148921465224,102,4.814702767751067
2023-01-04,Home,North,Standard,3519.045114264904,2155.115629319724,1363.9294849451799,42,3.9818029854036916
2023-01-04,Home,North,Budget,1900.8554236268476,1101.4441666045316,799.411257022316,28,3.7089369104870116
2023-01-04,Home,South,Premium,6462.374396513348,4115.542439245786,2346.831957267562,80,4.619740834305621
2023-01-04,Home,South,Standard,3686.5054264941705,2184.333173736237,1502.1722527579336,37,3.845090528438563
2023-01-04,Home,South,Budget,2299.2159435695853,1410.2190912561075,888.9968523134778,25,2.6869494822030124
2023-01-04,Home,East,Premium,8285.55986676966,5372.690246843102,2912.869619926558,104,4.444804999094196
2023-01-04,Home,East,Standard,3593.9145786056706,1983.262470288555,1610.6521083171156,52,3.566508582379306
2023-01-04,Home,East,Budget,2498.1173385941775,1442.426746079894,1055.6905925142835,31,2.9064881667154907
2023-01-04,Home,West,Premium,10820.93240794499,6174.879887298098,4646.052520646893,108,4.641779244723913
2023-01-04,Home,West,Standard,4635.342465046848,2827.7984861902387,1807.543978856609,61,4.094807295183654
2023-01-04,Home,West,Budget,1828.5140932682232,1100.5675850331304,727.9465082350928,18,2.81612690997929
2023-01-04,Books,North,Premium,3996.2852606950273,2231.045603005702,1765.2396576893252,166,4.482276856053961
2023-01-04,Books,North,Standard,1594.2169887384255,922.843389776357,671.3735989620685,60,3.5780016709455333
2023-01-04,Books,North,Budget,889.3058946201198,539.4889405766878,349.816954043432,35,3.7160925389823523
2023-01-04,Books,South,Premium,2982.658295733513,1858.9632869501374,1123.6950087833757,105,4.755450837108462
2023-01-04,Books,South,Standard,1204.2736708711961,722.1265992405172,482.14707163067897,50,4.036602944393608
2023-01-04,Books,South,Budget,1020.2352410483742,572.0049120247328,448.2303290236414,33,3.189047072462234
2023-01-04,Books,East,Premium,2981.761358506008,1845.2339136554203,1136.5274448505877,116,5.0
2023-01-04,Books,East,Standard,1729.643106561114,1089.5741250420317,640.0689815190824,74,3.83125996723172
2023-01-04,Books,East,Budget,1020.1004185696733,597.8781925494451,422.22222602022816,34,2.9289325840328635
2023-01-04,Books,West,Premium,3254.163905174087,1850.035437314328,1404.1284678597592,132,4.886201629265203
2023-01-04,Books,West,Standard,1781.96101794306,1123.8046122763342,658.1564056667257,75,4.183175723585147
2023-01-04,Books,West,Budget,1170.7372637347846,673.1350592075231,497.6022045272615,46,3.537754023768531
2023-01-04,Sports,North,Premium,6544.223213082886,3717.495303724863,2826.727909358023,112,4.662306306148933
2023-01-04,Sports,North,Standard,2418.870210105215,1553.978057490957,864.8921526142578,47,4.215945855999871
2023-01-04,Sports,North,Budget,1787.4235570299318,1137.1664905207456,650.2570665091862,33,3.5044502092117877
2023-01-04,Sports,South,Premium,5433.773092907577,3008.684310074087,2425.08878283349,94,4.445186581534787
2023-01-04,Sports,South,Standard,2064.5877423479337,1151.4109219731731,913.1768203747606,37,3.8072483629594083
2023-01-04,Sports,South,Budget,1736.9929226928753,966.6984576231681,770.2944650697071,26,3.0316178093341493
2023-01-04,Sports,East,Premium,6684.110111883335,3889.3182443394717,2794.791867543863,117,4.658966432953472
2023-01-04,Sports,East,Standard,2639.5287047431525,1513.2311096741444,1126.2975950690081,35,4.166889238687031
2023-01-04,Sports,East,Budget,1526.26183575339,982.770328607265,543.491507146125,28,3.6196441125196057
2023-01-04,Sports,West,Premium,4963.891439096964,2968.3453398491224,1995.5460992478415,86,5.0
2023-01-04,Sports,West,Standard,2517.8365040620547,1490.9008813916666,1026.935622670388,45,4.33601534313531
2023-01-04,Sports,West,Budget,1518.3701954103337,888.9483789550695,629.4218164552642,23,3.215464617341848
2023-01-05,Electronics,North,Premium,9828.41595289844,5446.999711747182,4381.416241151258,39,3.9696607304687617
2023-01-05,Electronics,North,Standard,5965.672393464938,3510.3965033090617,2455.2758901558764,31,3.570264419760956
2023-01-05,Electronics,North,Budget,4388.544423618433,2828.2992778142116,1560.2451458042215,21,2.8358033467323476
2023-01-05,Electronics,South,Premium,7198.548824819434,4672.699428538312,2525.8493962811226,32,4.314722923855215
2023-01-05,Electronics,South,Standard,4657.911254450486,2844.929595608758,1812.981658841728,23,3.6477353792024445
2023-01-05,Electronics,South,Budget,2379.530160725976,1361.2069468499485,1018.3232138760277,10,2.740700913499455
2023-01-05,Electronics,East,Premium,8813.696642222374,4898.513933642703,3915.1827085796713,52,4.556704959332266
2023-01-05,Electronics,East,Standard,6650.805948634249,4120.8530784412615,2529.9528701929876,28,3.328776111875157
2023-01-05,Electronics,East,Budget,2689.531353449204,1539.4386936490284,1150.0926598001754,13,3.0898795453266534
2023-01-05,Electronics,West,Premium,15008.183119368101,8391.805836520192,6616.377282847909,86,4.738763301928657
2023-01-05,Electronics,West,Standard,4871.440260352016,3112.240460952037,1759.1997993999785,28,3.3836895320192046
2023-01-05,Electronics,West,Budget,3498.3618889050017,2153.3263962055694,1345.0354926994323,17,3.000337036996108
2023-01-05,Clothing,North,Premium,6957.991541644167,4086.211702808251,2871.779838835916,125,4.360510826638463
2023-01-05,Clothing,North,Standard,3580.518890760421,1998.3041406264297,1582.2147501339914,63,4.438367359055336
2023-01-05,Clothing,North,Budget,1949.9139481816508,1238.4306949491433,711.4832532325074,38,3.3671363854916696
2023-01-05,Clothing,South,Premium,8961.922057434946,5668.129785476355,3293.7922719585904,168,4.440739368123904
2023-01-05,Clothing,South,Standard,3098.224952448401,1786.7550888114242,1311.4698636369767,71,4.45401219772081
2023-01-05,Clothing,South,Budget,1825.321974684671,1159.1856382146696,666.1363364700014,41,3.6326110741748727
2023-01-05,Clothing,East,Premium,7078.451619966962,4386.850190755196,2691.601429211766,151,4.752182209332189
2023-01-05,Clothing,East,Standard,3959.9973950523013,2240.806147659023,1719.1912473932784,91,4.094612966276893
2023-01-05,Clothing,East,Budget,1742.9208048926844,1017.0150050109823,725.905799881702,38,3.3440141059299973
2023-01-05,Clothing,West,Premium,7113.565474899853,4504.405107075356,2609.1603678244974,142,4.4819983563017916
2023-01-05,Clothing,West,Standard,3432.6809112195556,2104.8559245347974,1327.8249866847582,62,3.9139309644468447
2023-01-05,Clothing,West,Budget,2255.5480057695204,1416.4492757574067,839.0987300121137,38,3.948976416991638
2023-01-05,Home,North,Premium,10103.067754439098,6529.604611138554,3573.4631433005443,118,4.973235983929042
